time,temperature_2m_max,temperature_2m_min,precipitation_sum,date,city,latitude,longitude,month
2024-04-13,18.7,11.3,0.1,2024-04-13,Oran,35.69,-0.64,4
2024-04-14,19.2,11.6,0.0,2024-04-14,Oran,35.69,-0.64,4
2024-04-15,23.6,11.8,0.0,2024-04-15,Oran,35.69,-0.64,4
2024-04-16,29.4,13.6,0.0,2024-04-16,Oran,35.69,-0.64,4
2024-04-17,25.3,15.3,0.0,2024-04-17,Oran,35.69,-0.64,4
2024-04-18,21.7,12.7,0.0,2024-04-18,Oran,35.69,-0.64,4
2024-04-19,21.6,14.3,0.0,2024-04-19,Oran,35.69,-0.64,4
2024-04-20,18.0,13.0,0.9,2024-04-20,Oran,35.69,-0.64,4
2024-04-21,20.1,14.5,0.5,2024-04-21,Oran,35.69,-0.64,4
2024-04-22,20.3,12.0,0.0,2024-04-22,Oran,35.69,-0.64,4
2024-04-23,18.9,11.3,0.0,2024-04-23,Oran,35.69,-0.64,4
2024-04-24,20.6,10.1,0.0,2024-04-24,Oran,35.69,-0.64,4
2024-04-25,23.2,11.2,0.0,2024-04-25,Oran,35.69,-0.64,4
2024-04-26,23.9,15.2,0.0,2024-04-26,Oran,35.69,-0.64,4
2024-04-27,24.0,13.8,0.0,2024-04-27,Oran,35.69,-0.64,4
2024-04-28,18.1,13.4,8.7,2024-04-28,Oran,35.69,-0.64,4
2024-04-29,17.9,12.1,4.3,2024-04-29,Oran,35.69,-0.64,4
2024-04-30,19.2,11.8,5.3,2024-04-30,Oran,35.69,-0.64,4
2024-05-01,23.3,14.5,0.0,2024-05-01,Oran,35.69,-0.64,5
2024-05-02,20.9,13.2,0.1,2024-05-02,Oran,35.69,-0.64,5
2024-05-03,21.4,9.2,0.0,2024-05-03,Oran,35.69,-0.64,5
2024-05-04,24.0,11.2,0.0,2024-05-04,Oran,35.69,-0.64,5
2024-05-05,27.9,12.2,0.0,2024-05-05,Oran,35.69,-0.64,5
2024-05-06,27.1,18.2,0.3,2024-05-06,Oran,35.69,-0.64,5
2024-05-07,23.7,14.4,0.0,2024-05-07,Oran,35.69,-0.64,5
2024-05-08,23.6,14.0,0.0,2024-05-08,Oran,35.69,-0.64,5
2024-05-09,26.6,14.0,0.0,2024-05-09,Oran,35.69,-0.64,5
2024-05-10,22.9,13.4,0.0,2024-05-10,Oran,35.69,-0.64,5
2024-05-11,23.0,13.3,0.0,2024-05-11,Oran,35.69,-0.64,5
2024-05-12,24.8,14.7,0.1,2024-05-12,Oran,35.69,-0.64,5
2024-05-13,23.6,16.1,0.0,2024-05-13,Oran,35.69,-0.64,5
2024-05-14,25.6,17.6,0.0,2024-05-14,Oran,35.69,-0.64,5
2024-05-15,23.7,16.1,0.0,2024-05-15,Oran,35.69,-0.64,5
2024-05-16,23.6,15.4,0.0,2024-05-16,Oran,35.69,-0.64,5
2024-05-17,25.6,15.1,0.0,2024-05-17,Oran,35.69,-0.64,5
2024-05-18,23.8,16.0,0.0,2024-05-18,Oran,35.69,-0.64,5
2024-05-19,23.8,14.6,3.3,2024-05-19,Oran,35.69,-0.64,5
2024-05-20,23.0,15.9,0.8,2024-05-20,Oran,35.69,-0.64,5
2024-05-21,24.6,15.0,0.0,2024-05-21,Oran,35.69,-0.64,5
2024-05-22,25.5,15.5,0.0,2024-05-22,Oran,35.69,-0.64,5
2024-05-23,25.3,15.9,0.5,2024-05-23,Oran,35.69,-0.64,5
2024-05-24,24.6,17.0,0.0,2024-05-24,Oran,35.69,-0.64,5
2024-05-25,24.4,16.8,0.6,2024-05-25,Oran,35.69,-0.64,5
2024-05-26,29.3,16.8,0.0,2024-05-26,Oran,35.69,-0.64,5
2024-05-27,24.8,16.9,0.0,2024-05-27,Oran,35.69,-0.64,5
2024-05-28,24.1,16.7,0.0,2024-05-28,Oran,35.69,-0.64,5
2024-05-29,25.3,17.6,0.0,2024-05-29,Oran,35.69,-0.64,5
2024-05-30,28.8,15.4,0.0,2024-05-30,Oran,35.69,-0.64,5
2024-05-31,25.3,16.4,0.0,2024-05-31,Oran,35.69,-0.64,5
2024-06-01,24.4,17.6,0.0,2024-06-01,Oran,35.69,-0.64,6
2024-06-02,23.7,17.4,0.0,2024-06-02,Oran,35.69,-0.64,6
2024-06-03,24.4,15.6,0.0,2024-06-03,Oran,35.69,-0.64,6
2024-06-04,24.9,16.2,0.0,2024-06-04,Oran,35.69,-0.64,6
2024-06-05,28.4,15.5,0.0,2024-06-05,Oran,35.69,-0.64,6
2024-06-06,32.6,21.7,0.0,2024-06-06,Oran,35.69,-0.64,6
2024-06-07,37.0,20.9,0.0,2024-06-07,Oran,35.69,-0.64,6
2024-06-08,27.5,19.3,0.0,2024-06-08,Oran,35.69,-0.64,6
2024-06-09,26.4,19.2,0.0,2024-06-09,Oran,35.69,-0.64,6
2024-06-10,27.4,19.3,0.0,2024-06-10,Oran,35.69,-0.64,6
2024-06-11,26.4,18.3,7.5,2024-06-11,Oran,35.69,-0.64,6
2024-06-12,26.8,17.4,0.4,2024-06-12,Oran,35.69,-0.64,6
2024-06-13,26.3,16.9,0.0,2024-06-13,Oran,35.69,-0.64,6
2024-06-14,29.1,18.6,0.0,2024-06-14,Oran,35.69,-0.64,6
2024-06-15,33.2,19.6,1.2,2024-06-15,Oran,35.69,-0.64,6
2024-06-16,31.2,19.2,0.0,2024-06-16,Oran,35.69,-0.64,6
2024-06-17,27.4,17.7,0.0,2024-06-17,Oran,35.69,-0.64,6
2024-06-18,29.7,16.9,0.0,2024-06-18,Oran,35.69,-0.64,6
2024-06-19,25.9,19.7,0.5,2024-06-19,Oran,35.69,-0.64,6
2024-06-20,25.2,18.5,0.0,2024-06-20,Oran,35.69,-0.64,6
2024-06-21,27.3,16.5,0.0,2024-06-21,Oran,35.69,-0.64,6
2024-06-22,27.8,15.9,0.0,2024-06-22,Oran,35.69,-0.64,6
2024-06-23,27.6,17.2,0.0,2024-06-23,Oran,35.69,-0.64,6
2024-06-24,26.7,18.5,0.0,2024-06-24,Oran,35.69,-0.64,6
2024-06-25,29.2,18.6,0.0,2024-06-25,Oran,35.69,-0.64,6
2024-06-26,30.7,19.6,0.0,2024-06-26,Oran,35.69,-0.64,6
2024-06-27,28.1,20.6,0.0,2024-06-27,Oran,35.69,-0.64,6
2024-06-28,28.2,18.6,0.0,2024-06-28,Oran,35.69,-0.64,6
2024-06-29,29.8,19.1,0.0,2024-06-29,Oran,35.69,-0.64,6
2024-06-30,29.3,18.7,0.0,2024-06-30,Oran,35.69,-0.64,6
2024-07-01,30.2,19.7,0.0,2024-07-01,Oran,35.69,-0.64,7
2024-07-02,28.6,17.8,0.0,2024-07-02,Oran,35.69,-0.64,7
2024-07-03,33.0,19.6,0.0,2024-07-03,Oran,35.69,-0.64,7
2024-07-04,35.6,22.0,0.0,2024-07-04,Oran,35.69,-0.64,7
2024-07-05,30.8,21.1,0.0,2024-07-05,Oran,35.69,-0.64,7
2024-07-06,30.9,21.1,0.0,2024-07-06,Oran,35.69,-0.64,7
2024-07-07,30.9,21.4,0.0,2024-07-07,Oran,35.69,-0.64,7
2024-07-08,27.2,19.6,0.0,2024-07-08,Oran,35.69,-0.64,7
2024-07-09,27.3,20.1,0.1,2024-07-09,Oran,35.69,-0.64,7
2024-07-10,31.7,19.4,0.0,2024-07-10,Oran,35.69,-0.64,7
2024-07-11,32.0,20.4,0.0,2024-07-11,Oran,35.69,-0.64,7
2024-07-12,38.8,21.0,0.0,2024-07-12,Oran,35.69,-0.64,7
2024-07-13,35.0,21.8,0.0,2024-07-13,Oran,35.69,-0.64,7
2024-07-14,31.1,20.2,0.0,2024-07-14,Oran,35.69,-0.64,7
2024-07-15,37.1,19.8,0.0,2024-07-15,Oran,35.69,-0.64,7
2024-07-16,35.4,23.2,0.0,2024-07-16,Oran,35.69,-0.64,7
2024-07-17,29.1,21.4,0.0,2024-07-17,Oran,35.69,-0.64,7
2024-07-18,29.4,22.5,0.1,2024-07-18,Oran,35.69,-0.64,7
2024-07-19,32.2,23.0,0.0,2024-07-19,Oran,35.69,-0.64,7
2024-07-20,37.0,22.1,0.0,2024-07-20,Oran,35.69,-0.64,7
2024-07-21,36.2,23.3,0.0,2024-07-21,Oran,35.69,-0.64,7
2024-07-22,30.1,20.6,0.0,2024-07-22,Oran,35.69,-0.64,7
2024-07-23,30.4,21.6,0.0,2024-07-23,Oran,35.69,-0.64,7
2024-07-24,33.5,20.3,0.0,2024-07-24,Oran,35.69,-0.64,7
2024-07-25,35.2,20.9,0.0,2024-07-25,Oran,35.69,-0.64,7
2024-07-26,30.7,20.7,0.0,2024-07-26,Oran,35.69,-0.64,7
2024-07-27,30.3,22.1,0.0,2024-07-27,Oran,35.69,-0.64,7
2024-07-28,30.7,23.6,0.1,2024-07-28,Oran,35.69,-0.64,7
2024-07-29,32.9,23.5,0.0,2024-07-29,Oran,35.69,-0.64,7
2024-07-30,37.0,25.2,0.0,2024-07-30,Oran,35.69,-0.64,7
2024-07-31,33.7,23.0,0.0,2024-07-31,Oran,35.69,-0.64,7
2024-08-01,37.7,24.4,0.0,2024-08-01,Oran,35.69,-0.64,8
2024-08-02,38.3,27.8,0.0,2024-08-02,Oran,35.69,-0.64,8
2024-08-03,32.1,22.4,0.0,2024-08-03,Oran,35.69,-0.64,8
2024-08-04,31.5,22.1,0.0,2024-08-04,Oran,35.69,-0.64,8
2024-08-05,33.8,22.3,0.0,2024-08-05,Oran,35.69,-0.64,8
2024-08-06,32.7,23.1,0.0,2024-08-06,Oran,35.69,-0.64,8
2024-08-07,31.9,23.4,0.0,2024-08-07,Oran,35.69,-0.64,8
2024-08-08,31.5,24.6,0.0,2024-08-08,Oran,35.69,-0.64,8
2024-08-09,30.4,23.5,0.0,2024-08-09,Oran,35.69,-0.64,8
2024-08-10,31.2,23.2,0.0,2024-08-10,Oran,35.69,-0.64,8
2024-08-11,32.8,23.2,0.0,2024-08-11,Oran,35.69,-0.64,8
2024-08-12,33.4,22.9,0.0,2024-08-12,Oran,35.69,-0.64,8
2024-08-13,37.0,21.7,0.0,2024-08-13,Oran,35.69,-0.64,8
2024-08-14,32.5,23.5,0.0,2024-08-14,Oran,35.69,-0.64,8
2024-08-15,29.7,21.7,0.0,2024-08-15,Oran,35.69,-0.64,8
2024-08-16,29.6,21.3,0.0,2024-08-16,Oran,35.69,-0.64,8
2024-08-17,32.6,21.6,0.0,2024-08-17,Oran,35.69,-0.64,8
2024-08-18,34.3,21.4,0.0,2024-08-18,Oran,35.69,-0.64,8
2024-08-19,32.0,24.1,0.0,2024-08-19,Oran,35.69,-0.64,8
2024-08-20,31.9,22.2,0.0,2024-08-20,Oran,35.69,-0.64,8
2024-08-21,29.1,22.8,1.4,2024-08-21,Oran,35.69,-0.64,8
2024-08-22,32.9,21.8,0.0,2024-08-22,Oran,35.69,-0.64,8
2024-08-23,30.5,21.4,0.0,2024-08-23,Oran,35.69,-0.64,8
2024-08-24,36.1,22.4,0.0,2024-08-24,Oran,35.69,-0.64,8
2024-08-25,31.9,24.1,0.0,2024-08-25,Oran,35.69,-0.64,8
2024-08-26,29.0,24.4,2.0,2024-08-26,Oran,35.69,-0.64,8
2024-08-27,28.7,23.3,0.3,2024-08-27,Oran,35.69,-0.64,8
2024-08-28,30.6,21.8,0.0,2024-08-28,Oran,35.69,-0.64,8
2024-08-29,32.7,22.8,0.0,2024-08-29,Oran,35.69,-0.64,8
2024-08-30,35.0,22.4,1.6,2024-08-30,Oran,35.69,-0.64,8
2024-08-31,32.9,23.4,0.0,2024-08-31,Oran,35.69,-0.64,8
2024-09-01,31.9,23.7,0.0,2024-09-01,Oran,35.69,-0.64,9
2024-09-02,30.7,23.4,0.6,2024-09-02,Oran,35.69,-0.64,9
2024-09-03,30.2,22.7,0.0,2024-09-03,Oran,35.69,-0.64,9
2024-09-04,29.8,22.0,0.4,2024-09-04,Oran,35.69,-0.64,9
2024-09-05,30.7,21.7,0.0,2024-09-05,Oran,35.69,-0.64,9
2024-09-06,31.5,20.6,0.0,2024-09-06,Oran,35.69,-0.64,9
2024-09-07,33.6,22.8,0.8,2024-09-07,Oran,35.69,-0.64,9
2024-09-08,30.8,22.2,0.1,2024-09-08,Oran,35.69,-0.64,9
2024-09-09,30.3,19.6,0.0,2024-09-09,Oran,35.69,-0.64,9
2024-09-10,30.7,18.2,0.0,2024-09-10,Oran,35.69,-0.64,9
2024-09-11,28.6,17.1,0.0,2024-09-11,Oran,35.69,-0.64,9
2024-09-12,30.1,19.6,0.0,2024-09-12,Oran,35.69,-0.64,9
2024-09-13,29.7,19.0,0.0,2024-09-13,Oran,35.69,-0.64,9
2024-09-14,27.4,21.2,0.0,2024-09-14,Oran,35.69,-0.64,9
2024-09-15,27.7,17.8,0.0,2024-09-15,Oran,35.69,-0.64,9
2024-09-16,29.6,18.1,0.0,2024-09-16,Oran,35.69,-0.64,9
2024-09-17,27.4,19.4,0.0,2024-09-17,Oran,35.69,-0.64,9
2024-09-18,28.2,18.6,0.0,2024-09-18,Oran,35.69,-0.64,9
2024-09-19,23.3,18.1,8.2,2024-09-19,Oran,35.69,-0.64,9
2024-09-20,29.5,16.4,0.0,2024-09-20,Oran,35.69,-0.64,9
2024-09-21,27.0,20.1,8.0,2024-09-21,Oran,35.69,-0.64,9
2024-09-22,27.3,19.9,0.0,2024-09-22,Oran,35.69,-0.64,9
2024-09-23,27.0,19.0,0.2,2024-09-23,Oran,35.69,-0.64,9
2024-09-24,27.3,17.4,0.0,2024-09-24,Oran,35.69,-0.64,9
2024-09-25,28.8,18.2,0.0,2024-09-25,Oran,35.69,-0.64,9
2024-09-26,30.7,17.8,0.0,2024-09-26,Oran,35.69,-0.64,9
2024-09-27,27.9,20.8,0.0,2024-09-27,Oran,35.69,-0.64,9
2024-09-28,25.3,19.4,0.2,2024-09-28,Oran,35.69,-0.64,9
2024-09-29,26.6,19.5,0.0,2024-09-29,Oran,35.69,-0.64,9
2024-09-30,25.8,19.3,0.0,2024-09-30,Oran,35.69,-0.64,9
2024-10-01,27.2,19.1,0.0,2024-10-01,Oran,35.69,-0.64,10
2024-10-02,32.0,18.0,0.0,2024-10-02,Oran,35.69,-0.64,10
2024-10-03,26.9,21.8,0.6,2024-10-03,Oran,35.69,-0.64,10
2024-10-04,27.9,20.2,0.0,2024-10-04,Oran,35.69,-0.64,10
2024-10-05,28.4,17.9,0.0,2024-10-05,Oran,35.69,-0.64,10
2024-10-06,30.0,19.3,0.0,2024-10-06,Oran,35.69,-0.64,10
2024-10-07,35.6,19.8,2.2,2024-10-07,Oran,35.69,-0.64,10
2024-10-08,26.9,20.0,0.0,2024-10-08,Oran,35.69,-0.64,10
2024-10-09,28.0,17.5,0.0,2024-10-09,Oran,35.69,-0.64,10
2024-10-10,25.9,19.6,0.0,2024-10-10,Oran,35.69,-0.64,10
2024-10-11,26.9,17.5,0.0,2024-10-11,Oran,35.69,-0.64,10
2024-10-12,31.0,17.2,0.0,2024-10-12,Oran,35.69,-0.64,10
2024-10-13,29.8,18.5,0.0,2024-10-13,Oran,35.69,-0.64,10
2024-10-14,29.5,18.0,0.0,2024-10-14,Oran,35.69,-0.64,10
2024-10-15,27.4,19.5,0.0,2024-10-15,Oran,35.69,-0.64,10
2024-10-16,29.8,19.5,0.2,2024-10-16,Oran,35.69,-0.64,10
2024-10-17,23.9,18.4,2.3,2024-10-17,Oran,35.69,-0.64,10
2024-10-18,23.1,16.1,0.1,2024-10-18,Oran,35.69,-0.64,10
2024-10-19,24.7,15.0,0.0,2024-10-19,Oran,35.69,-0.64,10
2024-10-20,25.5,14.3,0.0,2024-10-20,Oran,35.69,-0.64,10
2024-10-21,24.6,16.9,0.0,2024-10-21,Oran,35.69,-0.64,10
2024-10-22,23.2,16.3,0.4,2024-10-22,Oran,35.69,-0.64,10
2024-10-23,24.6,15.3,0.0,2024-10-23,Oran,35.69,-0.64,10
2024-10-24,24.4,17.5,0.0,2024-10-24,Oran,35.69,-0.64,10
2024-10-25,26.1,16.5,0.0,2024-10-25,Oran,35.69,-0.64,10
2024-10-26,21.0,14.4,0.4,2024-10-26,Oran,35.69,-0.64,10
2024-10-27,17.9,13.4,2.3,2024-10-27,Oran,35.69,-0.64,10
2024-10-28,22.0,11.1,6.4,2024-10-28,Oran,35.69,-0.64,10
2024-10-29,29.7,14.7,0.0,2024-10-29,Oran,35.69,-0.64,10
2024-10-30,26.9,11.8,0.0,2024-10-30,Oran,35.69,-0.64,10
2024-10-31,25.5,13.0,0.0,2024-10-31,Oran,35.69,-0.64,10
2024-11-01,23.5,13.6,0.0,2024-11-01,Oran,35.69,-0.64,11
2024-11-02,22.8,15.6,0.0,2024-11-02,Oran,35.69,-0.64,11
2024-11-03,25.5,14.6,0.0,2024-11-03,Oran,35.69,-0.64,11
2024-11-04,26.7,16.4,0.0,2024-11-04,Oran,35.69,-0.64,11
2024-11-05,23.6,15.2,0.0,2024-11-05,Oran,35.69,-0.64,11
2024-11-06,22.4,16.1,0.0,2024-11-06,Oran,35.69,-0.64,11
2024-11-07,23.1,16.3,0.0,2024-11-07,Oran,35.69,-0.64,11
2024-11-08,24.7,16.4,0.0,2024-11-08,Oran,35.69,-0.64,11
2024-11-09,22.3,16.7,0.1,2024-11-09,Oran,35.69,-0.64,11
2024-11-10,20.2,14.1,2.9,2024-11-10,Oran,35.69,-0.64,11
2024-11-11,20.9,12.4,0.0,2024-11-11,Oran,35.69,-0.64,11
2024-11-12,21.7,11.4,0.0,2024-11-12,Oran,35.69,-0.64,11
2024-11-13,23.9,11.9,0.1,2024-11-13,Oran,35.69,-0.64,11
2024-11-14,29.1,15.4,0.0,2024-11-14,Oran,35.69,-0.64,11
2024-11-15,29.3,17.4,0.0,2024-11-15,Oran,35.69,-0.64,11
2024-11-16,28.0,19.3,0.0,2024-11-16,Oran,35.69,-0.64,11
2024-11-17,30.1,16.7,0.0,2024-11-17,Oran,35.69,-0.64,11
2024-11-18,23.0,15.7,0.0,2024-11-18,Oran,35.69,-0.64,11
2024-11-19,24.3,14.5,0.8,2024-11-19,Oran,35.69,-0.64,11
2024-11-20,21.7,17.0,0.0,2024-11-20,Oran,35.69,-0.64,11
2024-11-21,21.2,16.3,0.0,2024-11-21,Oran,35.69,-0.64,11
2024-11-22,20.3,14.4,0.0,2024-11-22,Oran,35.69,-0.64,11
2024-11-23,23.3,10.9,0.0,2024-11-23,Oran,35.69,-0.64,11
2024-11-24,26.9,15.7,0.0,2024-11-24,Oran,35.69,-0.64,11
2024-11-25,26.9,17.8,0.0,2024-11-25,Oran,35.69,-0.64,11
2024-11-26,23.8,14.3,0.0,2024-11-26,Oran,35.69,-0.64,11
2024-11-27,21.0,14.8,0.0,2024-11-27,Oran,35.69,-0.64,11
2024-11-28,20.1,14.1,0.0,2024-11-28,Oran,35.69,-0.64,11
2024-11-29,22.0,12.4,0.0,2024-11-29,Oran,35.69,-0.64,11
2024-11-30,24.2,12.5,0.0,2024-11-30,Oran,35.69,-0.64,11
2024-12-01,22.0,12.9,0.0,2024-12-01,Oran,35.69,-0.64,12
2024-12-02,23.1,12.3,0.0,2024-12-02,Oran,35.69,-0.64,12
2024-12-03,23.6,11.8,0.0,2024-12-03,Oran,35.69,-0.64,12
2024-12-04,17.8,12.5,11.5,2024-12-04,Oran,35.69,-0.64,12
2024-12-05,20.1,10.4,0.0,2024-12-05,Oran,35.69,-0.64,12
2024-12-06,21.7,10.7,0.0,2024-12-06,Oran,35.69,-0.64,12
2024-12-07,23.4,12.0,0.0,2024-12-07,Oran,35.69,-0.64,12
2024-12-08,17.0,11.6,0.3,2024-12-08,Oran,35.69,-0.64,12
2024-12-09,15.3,8.9,0.0,2024-12-09,Oran,35.69,-0.64,12
2024-12-10,16.3,7.6,0.0,2024-12-10,Oran,35.69,-0.64,12
2024-12-11,16.1,4.9,0.7,2024-12-11,Oran,35.69,-0.64,12
2024-12-12,17.8,6.4,0.0,2024-12-12,Oran,35.69,-0.64,12
2024-12-13,19.6,8.6,0.0,2024-12-13,Oran,35.69,-0.64,12
2024-12-14,18.2,7.8,0.0,2024-12-14,Oran,35.69,-0.64,12
2024-12-15,16.9,8.7,0.0,2024-12-15,Oran,35.69,-0.64,12
2024-12-16,17.1,7.5,0.0,2024-12-16,Oran,35.69,-0.64,12
2024-12-17,18.0,4.5,0.0,2024-12-17,Oran,35.69,-0.64,12
2024-12-18,20.0,7.0,0.0,2024-12-18,Oran,35.69,-0.64,12
2024-12-19,22.4,11.2,0.4,2024-12-19,Oran,35.69,-0.64,12
2024-12-20,17.4,11.5,7.3,2024-12-20,Oran,35.69,-0.64,12
2024-12-21,16.7,10.4,0.0,2024-12-21,Oran,35.69,-0.64,12
2024-12-22,18.1,6.3,0.0,2024-12-22,Oran,35.69,-0.64,12
2024-12-23,17.1,8.2,0.0,2024-12-23,Oran,35.69,-0.64,12
2024-12-24,17.2,7.1,0.0,2024-12-24,Oran,35.69,-0.64,12
2024-12-25,19.9,7.2,0.0,2024-12-25,Oran,35.69,-0.64,12
2024-12-26,16.0,8.2,0.0,2024-12-26,Oran,35.69,-0.64,12
2024-12-27,16.2,6.7,0.0,2024-12-27,Oran,35.69,-0.64,12
2024-12-28,17.2,5.3,0.0,2024-12-28,Oran,35.69,-0.64,12
2024-12-29,17.8,5.6,0.0,2024-12-29,Oran,35.69,-0.64,12
2024-12-30,17.4,6.5,0.0,2024-12-30,Oran,35.69,-0.64,12
2024-12-31,16.2,6.3,1.2,2024-12-31,Oran,35.69,-0.64,12
2022-01-01,15.4,8.9,0.0,2022-01-01,Bejaia,36.75,5.07,1
2022-01-02,16.8,9.7,0.0,2022-01-02,Bejaia,36.75,5.07,1
2022-01-03,16.2,8.1,0.0,2022-01-03,Bejaia,36.75,5.07,1
2022-01-04,24.0,9.0,0.0,2022-01-04,Bejaia,36.75,5.07,1
2022-01-05,16.2,9.8,0.1,2022-01-05,Bejaia,36.75,5.07,1
2022-01-06,11.5,8.1,12.7,2022-01-06,Bejaia,36.75,5.07,1
2022-01-07,12.3,7.2,6.7,2022-01-07,Bejaia,36.75,5.07,1
2022-01-08,14.5,8.3,0.0,2022-01-08,Bejaia,36.75,5.07,1
2022-01-09,16.7,9.1,0.0,2022-01-09,Bejaia,36.75,5.07,1
2022-01-10,17.0,11.5,12.4,2022-01-10,Bejaia,36.75,5.07,1
2022-01-11,13.6,9.9,1.0,2022-01-11,Bejaia,36.75,5.07,1
2022-01-12,12.9,10.3,1.8,2022-01-12,Bejaia,36.75,5.07,1
2022-01-13,12.9,8.7,4.3,2022-01-13,Bejaia,36.75,5.07,1
2022-01-14,13.8,7.0,0.2,2022-01-14,Bejaia,36.75,5.07,1
2022-01-15,13.5,5.7,0.0,2022-01-15,Bejaia,36.75,5.07,1
2022-01-16,13.6,4.8,0.0,2022-01-16,Bejaia,36.75,5.07,1
2022-01-17,14.0,4.7,0.0,2022-01-17,Bejaia,36.75,5.07,1
2022-01-18,13.5,5.0,0.0,2022-01-18,Bejaia,36.75,5.07,1
2022-01-19,14.8,5.6,0.0,2022-01-19,Bejaia,36.75,5.07,1
2022-01-20,14.3,4.3,0.0,2022-01-20,Bejaia,36.75,5.07,1
2022-01-21,13.5,4.9,0.2,2022-01-21,Bejaia,36.75,5.07,1
2022-01-22,13.4,8.1,2.0,2022-01-22,Bejaia,36.75,5.07,1
2022-01-23,13.1,5.2,0.0,2022-01-23,Bejaia,36.75,5.07,1
2022-01-24,15.1,6.6,0.0,2022-01-24,Bejaia,36.75,5.07,1
2022-01-25,14.2,5.2,0.0,2022-01-25,Bejaia,36.75,5.07,1
2022-01-26,16.6,6.1,0.0,2022-01-26,Bejaia,36.75,5.07,1
2022-01-27,16.6,6.5,0.0,2022-01-27,Bejaia,36.75,5.07,1
2022-01-28,16.0,5.3,0.0,2022-01-28,Bejaia,36.75,5.07,1
2022-01-29,16.0,5.8,0.0,2022-01-29,Bejaia,36.75,5.07,1
2022-01-30,15.1,6.2,0.0,2022-01-30,Bejaia,36.75,5.07,1
2022-01-31,18.9,7.0,0.0,2022-01-31,Bejaia,36.75,5.07,1
2022-02-01,13.3,7.6,3.1,2022-02-01,Bejaia,36.75,5.07,2
2022-02-02,18.1,9.3,1.2,2022-02-02,Bejaia,36.75,5.07,2
2022-02-03,21.2,8.7,0.0,2022-02-03,Bejaia,36.75,5.07,2
2022-02-04,21.7,12.6,0.0,2022-02-04,Bejaia,36.75,5.07,2
2022-02-05,16.2,8.1,0.1,2022-02-05,Bejaia,36.75,5.07,2
2022-02-06,15.5,10.5,0.4,2022-02-06,Bejaia,36.75,5.07,2
2022-02-07,15.9,7.4,0.0,2022-02-07,Bejaia,36.75,5.07,2
2022-02-08,15.1,8.5,0.1,2022-02-08,Bejaia,36.75,5.07,2
2022-02-09,15.9,6.8,0.0,2022-02-09,Bejaia,36.75,5.07,2
2022-02-10,19.3,7.6,0.0,2022-02-10,Bejaia,36.75,5.07,2
2022-02-11,15.4,6.2,0.2,2022-02-11,Bejaia,36.75,5.07,2
2022-02-12,14.5,9.6,0.2,2022-02-12,Bejaia,36.75,5.07,2
2022-02-13,15.0,7.7,0.0,2022-02-13,Bejaia,36.75,5.07,2
2022-02-14,19.5,7.7,0.1,2022-02-14,Bejaia,36.75,5.07,2
2022-02-15,16.2,9.1,2.3,2022-02-15,Bejaia,36.75,5.07,2
2022-02-16,17.8,8.8,0.0,2022-02-16,Bejaia,36.75,5.07,2
2022-02-17,19.0,9.0,0.0,2022-02-17,Bejaia,36.75,5.07,2
2022-02-18,19.7,8.0,0.0,2022-02-18,Bejaia,36.75,5.07,2
2022-02-19,20.9,10.9,0.0,2022-02-19,Bejaia,36.75,5.07,2
2022-02-20,15.5,8.9,1.2,2022-02-20,Bejaia,36.75,5.07,2
2022-02-21,16.0,7.5,0.0,2022-02-21,Bejaia,36.75,5.07,2
2022-02-22,15.9,8.2,0.5,2022-02-22,Bejaia,36.75,5.07,2
2022-02-23,16.2,8.5,0.0,2022-02-23,Bejaia,36.75,5.07,2
2022-02-24,20.8,9.1,0.0,2022-02-24,Bejaia,36.75,5.07,2
2022-02-25,15.9,8.0,0.4,2022-02-25,Bejaia,36.75,5.07,2
2022-02-26,14.8,10.3,0.3,2022-02-26,Bejaia,36.75,5.07,2
2022-02-27,14.0,8.4,9.9,2022-02-27,Bejaia,36.75,5.07,2
2022-02-28,11.6,7.4,19.8,2022-02-28,Bejaia,36.75,5.07,2
2022-03-01,14.2,7.4,0.5,2022-03-01,Bejaia,36.75,5.07,3
2022-03-02,16.0,5.5,0.0,2022-03-02,Bejaia,36.75,5.07,3
2022-03-03,17.8,7.7,0.2,2022-03-03,Bejaia,36.75,5.07,3
2022-03-04,14.2,8.3,5.8,2022-03-04,Bejaia,36.75,5.07,3
2022-03-05,14.4,10.4,17.0,2022-03-05,Bejaia,36.75,5.07,3
2022-03-06,13.8,7.6,5.7,2022-03-06,Bejaia,36.75,5.07,3
2022-03-07,14.0,8.1,0.4,2022-03-07,Bejaia,36.75,5.07,3
2022-03-08,14.4,9.4,7.8,2022-03-08,Bejaia,36.75,5.07,3
2022-03-09,14.6,8.2,1.8,2022-03-09,Bejaia,36.75,5.07,3
2022-03-10,17.2,7.5,0.0,2022-03-10,Bejaia,36.75,5.07,3
2022-03-11,19.1,12.1,0.0,2022-03-11,Bejaia,36.75,5.07,3
2022-03-12,17.4,10.5,7.5,2022-03-12,Bejaia,36.75,5.07,3
2022-03-13,17.3,9.3,0.7,2022-03-13,Bejaia,36.75,5.07,3
2022-03-14,22.9,11.0,0.1,2022-03-14,Bejaia,36.75,5.07,3
2022-03-15,24.4,15.5,0.0,2022-03-15,Bejaia,36.75,5.07,3
2022-03-16,23.3,13.4,0.2,2022-03-16,Bejaia,36.75,5.07,3
